"店名","評価点数","口コミ件数","保存件数","ジャンル","最寄駅","予算(夜)","予算(昼)","店舗URL","住所","郵便番号","緯度","経度","電話番号","営業時間","定休日","席数","個室","禁煙喫煙","予約","受賞・百名店","駐車場","交通手段","写真URL","区分"
"Japanese Soba Noodles 蔦","3.81","1866","63559","ラーメン/つけ麺","代々木上原駅","-","\2,000～\2,999","https://tabelog.com/tokyo/A1318/A131811/13241560/","東京都渋谷区西原3-2-4 フロンティア代々木上原 B1F","1510066","35.67040556869616","139.68248365433394","03-6416-8620","木・金・土・日 11:00 - 15:00 月・火・水","","23席 （カウンター11席、テーブル12席）","無","全席禁煙","予約可","ラーメン 百名店 2025","無 近隣にコインパーキングあり","小田急・東京メトロ代々木上原駅から徒歩2分 代々木上原駅から295m","https://tblg.k-img.com/restaurant/images/Rvw/350384/640x640_rect_2af5ff7053a2fc95f3696ad1d021777a.jpg","初台SC"
"ナタ・デ・クリスチアノ","3.81","1742","83540","スイーツ/パン/ケーキ","代々木公園駅","～\999","～\999","https://tabelog.com/tokyo/A1318/A131810/13153384/","東京都渋谷区富ヶ谷1-14-16-103","1510063","35.66726188870097","139.69129652429604","03-6804-9723","10:00 - 19:30 営業時間・","","3席 （テラス席）","無","全席禁煙","予約可","スイーツ 百名店 2023 / パン 百名店 2017","無 近隣にコインパーキングあり","東京メトロ千代田線「代々木公園」駅 2番出口から徒歩3分。 小田急線「代々木八幡」駅 南口から徒歩５分。 渋谷駅からだと徒歩15分。 代々木公園駅から185m","https://tblg.k-img.com/restaurant/images/Rvw/267100/640x640_rect_c21338cc01d30cfd70c7fa27c6e3c939.jpg","初台SC"
"RAMEN MATSUI","3.81","1449","52750","ラーメン","新宿御苑前駅","-","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130402/13285098/","東京都新宿区四谷4-25-10 ダイアパレス御苑前 B-2","1600004","35.68907913788944","139.71550998333763","","月・火・金・土・日・祝日・祝前日・祝後日 11:00 - 15:30 水・木","","8席 （カウンターのみ）","無","全席禁煙","完全予約制","ラーメン 百名店 2025","無 店舗前にコインパーキングあり","東京メトロ丸の内線 新宿御苑前駅 徒歩6分 都営地下鉄新宿線 曙橋駅 徒歩10分 東京メトロ丸の内線 四谷三丁目駅 徒歩7分 新宿御苑前駅から437m","https://tblg.k-img.com/restaurant/images/Rvw/349585/640x640_rect_ae8a344781b11a7807991523f4f605ff.jpg","初台SC"
"Orchestra","3.81","101","8062","イタリアン/パスタ/イノベーティブ","参宮橋駅","\20,000～\29,999","\15,000～\19,999","https://tabelog.com/tokyo/A1318/A131810/13288037/","東京都渋谷区代々木4-1-7 森田ビル 1F","1510053","35.67924972736554","139.693618102227","03-6383-4036","月・火・木・金・祝日・祝前日・祝後日 17:30 - 23:00 土・日 12:00 - 14:00 17:30 - 23:00 水","水曜日","8席 （カウンター8席）","無","全席禁煙","予約可","","無 近隣にコインパーキングあり","小田急小田原線 参宮橋駅より徒歩1分 JR山手線 代々木駅より徒歩10分 参宮橋駅から59m","https://tblg.k-img.com/restaurant/images/Rvw/251493/640x640_rect_dbbc609162647e935f2dc28692e1015b.jpg","初台SC"
"ハリッツ 上原店","3.80","1685","77846","ドーナツ/カフェ/洋菓子","代々木上原駅","\1,000～\1,999","～\999","https://tabelog.com/tokyo/A1318/A131811/13023466/","東京都渋谷区上原1-34-2","1510064","35.66933883869669","139.68202379432347","03-3466-0600","月・火・水・木・金 10:00 - 15:45 土 11:30 - 15:45 日","","8席 （2人掛けテーブル席3卓、カウンター2席）","無","全席禁煙","予約可","スイーツ 百名店 2023","無","小田急線・東京メトロ千代田線【代々木上原駅】南口2・東口より徒歩2分 代々木上原駅から213m","https://tblg.k-img.com/restaurant/images/Rvw/251555/640x640_rect_cb53ad322b7e7481d2b59afc79b035ce.jpg","初台SC"
"セントル ザ・ベーカリー 青山店","3.80","601","28992","パン","表参道駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1306/A130602/13227934/","東京都渋谷区神宮前5-52-2 青山オーバルビル 1F","1500001","35.66275480870955","139.70925367423789","03-6451-1067","月・火・水・木・金 10:00 - 14:00 15:00 - 18:00 土・日 10:00 - 19:00","不定休","","無","全席禁煙","予約不可","パン 百名店 2022","無","東京メトロ「表参道駅」B2出口から徒歩3分 表参道駅から399m","https://tblg.k-img.com/restaurant/images/Rvw/156884/640x640_rect_156884755.jpg","初台SC"
"ペペロッソ","3.80","419","37671","イタリアン/ワインバー/ダイニングバー","池ノ上駅","\10,000～\14,999","\8,000～\9,999","https://tabelog.com/tokyo/A1318/A131801/13243643/","東京都世田谷区代沢2-46-7 エクセル桃井 1F","1550032","35.66100703789368","139.67282258308398","03-6407-8998","火・水・木・金・土・日 10:00 - 22:00 月","","47席 （・カウンター席×５名 ・テラス席（応相談）×５席）","有 （2人可、4人可、6人可、8人可、10～20人可、20～30人可、30人以上可） 糸カーテンでの仕切った半個室です。","全席禁煙","予約可","イタリアン 百名店 2025","無 近くにコインパーキング有り","京王井の頭線「池ノ上駅」徒歩0分 「下北沢駅」徒歩8分 「小田急線東北沢駅」徒歩7分 ※下北沢からも８分と徒歩圏内です。 「下北沢」からの「お買い物帰り」のお客様から 「池ノ上」の「地元のお客様」までお越しいただいております。 お子様もご来店可能です。何かご希望がある場合はお気軽にご相談下さい。 池ノ上駅から80m","https://tblg.k-img.com/restaurant/images/Rvw/345563/640x640_rect_6b83b549782bba82da81d05c2c50c4a2.jpg","初台SC"
"フィッシュ 新宿店","3.79","2638","71595","カレー","西武新宿駅","\2,000～\2,999","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13222551/","東京都新宿区西新宿7-5-6 新宿ダイカンプラザ756 2F","1600023","35.69652123787924","139.69830588342484","03-5937-6322","月・火・水・木・金・土・日・祝日・祝前日・祝後日 11:00 - 15:00 L.O. 14:30 17:00 - 21:30 L.O. 21:00","","26席","無","全席禁煙","予約可","カレー 百名店 2026","無","ＪＲ新宿駅西口より徒歩7分 西武新宿駅より徒歩5分 西武新宿駅から167m","https://tblg.k-img.com/restaurant/images/Rvw/226921/640x640_rect_0bbebce34712b1f7156b1858635348b4.jpg","初台SC"
"ノワ・ドゥ・ブール 新宿伊勢丹店","3.79","1846","38802","ケーキ/チョコレート","新宿三丁目駅","-","～\999","https://tabelog.com/tokyo/A1304/A130401/13124571/","東京都新宿区新宿3-14-1 伊勢丹新宿店 B1F","1600022","35.69174743788426","139.70455388337226","03-3352-1111","10:00 - 20:00","","","無","全席禁煙","予約不可","スイーツ 百名店 2023","有","東京メトロ丸ノ内線「新宿三丁目駅」伊勢丹方面改札から徒歩1分 東京メトロ副都心線「新宿三丁目駅」 新宿三丁目交差点改札から徒歩2分 伊勢丹正面改札から徒歩30秒 ※伊勢丹正面改札は、午前7時～午後3時は駅からの出場専用。午後3時～終電までは駅への入場専用 都営新宿線「新宿三丁目駅」新宿三丁目改札から徒歩3分 新宿三丁目駅から103m","https://tblg.k-img.com/restaurant/images/Rvw/101472/640x640_rect_101472274.jpg","初台SC"
"ル パン ドゥ ジョエル・ロブション 渋谷ヒカリエShinQs店","3.79","1725","40094","パン/サンドイッチ/洋菓子","渋谷駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1303/A130301/13140263/","東京都渋谷区渋谷2-21-1 渋谷ヒカリエ B2F","1500002","35.65906572871","139.7033263642048","03-6434-1837","月・火・水・木・金・土 11:00 - 21:00 日・祝日 11:00 - 20:00 【営業時間】2024年3月3日～","","","無","全席禁煙","予約不可","パン 百名店 2022","有","渋谷駅から徒歩１分 渋谷駅から176m","https://tblg.k-img.com/restaurant/images/Rvw/222226/640x640_rect_9b5fdf945f8b64494231c18c80e2449e.jpg","初台SC"
"純手打ち だるま","3.79","1480","45186","ラーメン","中野富士見町駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1319/A131903/13218715/","東京都杉並区和田1-18-3","1660012","35.69095103787266","139.66653148339086","非公開","11:30 - 15:00","不定休","8席 （カウンターのみ）","無","全席禁煙","予約不可","ラーメン 百名店 2025","無 近隣にコインパーキング多数あり","中野富士見町駅から63m","https://tblg.k-img.com/restaurant/images/Rvw/181452/640x640_rect_3757301e4c405bcbee750cdc339b4caa.jpg","初台SC"
"瑞穂","3.79","1340","55806","和菓子/大福","明治神宮前駅","-","～\999","https://tabelog.com/tokyo/A1306/A130601/13001154/","東京都渋谷区神宮前6-8-7","1500001","35.66698695870569","139.7056083442832","03-3400-5483","","月曜日","（テイクアウトのみ）","無","全席禁煙","予約不可","和菓子・甘味処 百名店 2023 / スイーツ 百名店 2022","無 近隣にコインパーキングあり","神宮前交差点から表参道駅へ向かい、キティランドの手前の路地を右折します。小さな郵便局の前を通り過ぎて、50ｍ位先の左側です。 明治神宮前駅から184m","https://tblg.k-img.com/restaurant/images/Rvw/361258/640x640_rect_579008d0d428db114832d9ecc03b4ce4.jpg","初台SC"
"キノシタ","3.79","607","34386","フレンチ/ビストロ","参宮橋駅","\10,000～\14,999","\2,000～\2,999","https://tabelog.com/tokyo/A1318/A131810/13001058/","東京都渋谷区代々木3-37-1 代々木エステートビル 1Ｆ","1510053","35.68186103869236","139.693398684442","03-3376-5336","火・水・木・金・土・日 12:00 - 15:00 L.O. 14:00 18:00 - 22:30 L.O. 21:00 月","","20席 （カウンター4席）","無","全席禁煙","予約可","フレンチ 百名店 2025","無 近隣にコインパーキングあり","小田急小田原線【参宮橋駅】徒歩６分 京王新線【初台駅】徒歩９分 ＪＲ中央線・山手線【代々木駅】西口 徒歩10分 都営地下鉄大江戸線【代々木駅】徒歩10分 京王バス代々木三丁目停留所より徒歩３分 参宮橋駅から349m","https://tblg.k-img.com/restaurant/images/Rvw/345588/640x640_rect_5eca65de18ca7caa93b6881ff84275d6.jpg","初台SC"
"Regalo","3.79","483","51383","イタリアン/パスタ","参宮橋駅","\20,000～\29,999","\20,000～\29,999","https://tabelog.com/tokyo/A1318/A131810/13057629/","東京都渋谷区代々木4-6-2 宍戸ビル　B1F","1510053","35.67834573788905","139.69286578324508","03-6383-3384","月・火・金 17:30 - 20:30 L.O. 20:30 土 12:00 - 15:30 L.O. 12:30 17:30 - 23:30 L.O. 20:30 日 12:30 - 15:30 1","","20席 （カウンター4席 テーブル16席）","無","全席禁煙","予約可","イタリアン 百名店 2025","無 公共交通機関でのご来店をお願い致します。駐車場のご案内はできません。","参宮橋駅西口改札から徒歩1分。 西口改札を出て左へ、商店街を下る ↓ 牛丼チェーン「松屋」さんの 向かって左側の地下に降りる階段が入り口 ※ビルのエレベータは使えません 階段のみとなります 参宮橋駅から86m","https://tblg.k-img.com/restaurant/images/Rvw/110329/640x640_rect_110329948.jpg","初台SC"
"ミモザ","3.79","344","49263","中華料理","表参道駅","\20,000～\29,999","-","https://tabelog.com/tokyo/A1306/A130602/13197047/","東京都港区南青山3-10-40 フィオラ南青山ビル 2F","1070062","35.66645173790346","139.71437148310986","03-6804-6885","火・水・木・金・土 18:00 - 22:00 月・日","","9席 （カウンター9席）","無","全席禁煙","予約可","Tabelog Award 2022 Bronze / 中国料理 百名店 2026","無","表参道駅A4出口徒歩5分 表参道駅から220m","https://tblg.k-img.com/restaurant/images/Rvw/76924/320x320_rect_76924297.jpg","初台SC"
"かしわぎ","3.78","1967","56540","ラーメン","東中野駅","～\999","～\999","https://tabelog.com/tokyo/A1319/A131901/13209326/","東京都中野区東中野1-36-7","1640003","35.704291437870275","139.68565698351222","","月・水・木・金・土・日 11:30 - 15:00 火","","9席 （カウンター5席、4人テーブル×１）","無","全席禁煙","予約不可","ラーメン 百名店 2025","無","JR総武線「東中野」駅(東口)から徒歩4分 東中野駅から279m","https://tblg.k-img.com/restaurant/images/Rvw/143096/640x640_rect_143096185.jpg","初台SC"
"ル パン ドゥ ジョエル･ロブション ニュウマン新宿店","3.78","1916","36765","パン","新宿駅","～\999","～\999","https://tabelog.com/tokyo/A1304/A130401/13193559/","東京都新宿区新宿4-1-6 NEWoMan SHINJUKU 1F","1600022","35.689029328690516","139.70191077450846","03-5361-6950","月・火・水・木・金・土 08:00 - 21:00 日・祝日 08:00 - 20:30","不定休","36席 （正面のカフェにてイートイン可）","無","全席禁煙","予約不可","パン 百名店 2022","無 ミライナタワー地下有料駐車場あり","JR各線「新宿駅」ミライナタワー改札直結 都営新宿線・都営大江戸線・京王新線「新宿駅」より徒歩5分 東京メトロ副都心線「新宿三丁目駅」より徒歩3分 新宿駅から225m","https://tblg.k-img.com/restaurant/images/Rvw/222226/640x640_rect_9b5fdf945f8b64494231c18c80e2449e.jpg","初台SC"
"ヨゴロウ","3.78","1799","92371","カレー","北参道駅","\1,000～\1,999","\1,000～\1,999","https://tabelog.com/tokyo/A1306/A130601/13076645/","東京都渋谷区神宮前2-20-10 小松ビル 1F","1500001","35.67425898870278","139.7109559543529","03-3746-9914","月・火・水・木・金 11:30 - 16:30 L.O. 15:50 18:00 - 20:00 L.O. 19:45 土 11:30 - 16:30 L.O. 15:50 日・祝日","","13席 （カウンター4席、テーブル9席（5人掛け1卓、2人掛け2卓））","無","全席禁煙","予約不可","カレー 百名店 2026","無","JR原宿駅より徒歩10分 都営地下鉄国立競技場A2出口より徒歩10分 北参道駅から666m","https://tblg.k-img.com/restaurant/images/Rvw/292818/640x640_rect_f1a6d975cffd54130f5184435899a78f.jpg","初台SC"
"スパイシーカリーハウス半月","3.78","1572","41949","カレー/インドカレー","西武新宿駅","-","\1,000～\1,999","https://tabelog.com/tokyo/A1304/A130401/13211678/","東京都新宿区西新宿7-6-9 コンフォート・セゾン 1F","1600023","35.69784535868366","139.69793240460027","03-5937-2927","月・火・水・木・金 11:00 - 20:00 土・日・祝日 11:00 - 16:00","不定休","13席 （4人用テーブル2卓 カウンター5席）","無","全席禁煙","予約不可","カレー 百名店 2026","無 近くのコインパーキング：北新宿1-1-18に17台収容、ほか","西武新宿線【西武新宿駅】北口 徒歩４分 ＪＲ中央線【大久保駅】南口 徒歩４分 都営地下鉄大江戸線【新宿西口駅】徒歩６分 西武新宿駅から271m","https://tblg.k-img.com/restaurant/images/Rvw/365503/640x640_rect_315953f164cc305e9d097d4f142f77f0.jpg","初台SC"
